"conf/vldb/Sarawagi02","Automation in Information Extraction and Data Integration","N/A","N/A","2002"
"conf/vldb/ImielinskiB02","Wireless Graffiti - Data, Data Everywhere Matters","T Imielinski, B Badrinath","VLDB","2002"
"conf/vldb/WeikumMHZ02","Self-tuning Database Technology and Information Services: from Wishful Thinking to Viable Engineering","G Weikum, A MA¶nkeberg, C Hasse, P Zabback","VLDB","2002"
"conf/vldb/AshwinGG02","Adaptable Similarity Search using Non-Relevant Information","T Ashwin, R Gupta, S Ghosal","VLDB","2002"
"conf/vldb/CosleyLP02","REFEREE: An Open Framework for Practical Testing of Recommender Systems using ResearchIndex","D Cosley, S Lawrence, D Pennock","VLDB","2002"
"conf/vldb/ConradGJM02","Database Selection Using Actual Physical and Acquired Logical Collection Resources in a Massive Domain-specific Operational Environment","J Conrad, X Guo, P Jackson, M Meziou","VLDB","2002"
"conf/vldb/OzsoyogluAAOUO02","Sideway Value Algebra for Object-Relational Databases","G A–zsoyoglu, A Al-Hamdani, I AltingA¶vde, S A–zel, A– Ulusoy, Z A–zsoyoglu","VLDB","2002"
"conf/vldb/Moerkotte02","Incorporating XSL Processing into Database Engines","G Moerkotte","VLDB","2002"
"conf/vldb/ParkMC02","Structural Function Inlining Technique for Structurally Recursive XML Queries","C Park, J Min, C Chung","VLDB","2002"
"conf/vldb/BouganimP02","Chip-Secured Data Access: Confidential Data on Untrusted Servers","L Bouganim, P Pucheral","VLDB","2002"
"conf/vldb/BohannonGKNS02","Optimizing View Queries in ROLEX to Support Navigable Result Trees","P Bohannon, S Ganguly, H Korth, P Narayan, P Shenoy","VLDB","2002"
"conf/vldb/AgrawalK02","Watermarking Relational Databases","R Agrawal, J Kiernan","VLDB","2002"
"conf/vldb/AgrawalKSX02","Hippocratic Databases","R Agrawal, J Kiernan, R Srikant, Y Xu","VLDB","2002"
"conf/vldb/GhoshPSH02","Plan Selection Based on Query Clustering","A Ghosh, J Parikh, V Sengar, J Haritsa","VLDB","2002"
"conf/vldb/HulgeriS02","Parametric Query Optimization for Linear and Piecewise Linear Cost Functions","A Hulgeri, S Sudarshan","VLDB","2002"
"conf/vldb/ChandrasekaranF02","Streaming Queries over Streaming Data","S Chandrasekaran, M Franklin","VLDB","2002"
"conf/vldb/ManegoldBK02","Generic Database Cost Models for Hierarchical Memory Systems","S Manegold, P Boncz, M Kersten","VLDB","2002"
"conf/vldb/LudascherMP02","A Transducer-Based XML Query Processor","B LudA¤scher, P Mukhopadhyay, Y Papakonstantinou","VLDB","2002"
"conf/vldb/CarneyCCCLSSTZ02","Monitoring Streams - A New Class of Data Management Applications","D Carney, U A‡etintemel, M Cherniack, C Convey, S Lee, G Seidman, M Stonebraker, N Tatbul, S Zdonik","VLDB","2002"
"conf/vldb/ChanGR02","RE-Tree: An Efficient Index Structure for Regular Expressions","C Chan, M Garofalakis, R Rastogi","VLDB","2002"
"conf/vldb/KossmannRR02","Shooting Stars in the Sky: An Online Algorithm for Skyline Queries","D Kossmann, F Ramsak, S Rost","VLDB","2002"
"conf/vldb/KaushikBNS02","Updates for Structure Indexes","R Kaushik, P Bohannon, J Naughton, P Shenoy","VLDB","2002"
"conf/vldb/ChienVZTZ02","Efficient Structural Joins on Indexed XML Documents","S Chien, Z Vagena, D Zhang, V Tsotras, C Zaniolo","VLDB","2002"
"conf/vldb/Kiessling02","Foundations of Preferences in Database Systems","W KieAŸling","VLDB","2002"
"conf/vldb/ChenHWW02","Multi-Dimensional Regression Analysis of Time-Series Data Streams","Y Chen, G Dong, J Han, B Wah, J Wang","VLDB","2002"
"conf/vldb/TaoPS02","Continuous Nearest Neighbor Search","Y Tao, D Papadias, Q Shen","VLDB","2002"
"conf/vldb/DittrichSTW02","Progressive Merge Join: A Generic and Non-blocking Sort-based Join Algorithm","J Dittrich, B Seeger, D Taylor, P Widmayer","VLDB","2002"
"conf/vldb/LempelM02","Optimizing Result Prefetching in Web Search Engines with Segmented Indices","R Lempel, S Moran","VLDB","2002"
"conf/vldb/LifantsevC02","I/O-Conscious Data Preparation for Large-Scale Web Search Engines","M Lifantsev, T Chiueh","VLDB","2002"
"conf/vldb/MankuM02","Approximate Frequency Counts over Data Streams","G Manku, R Motwani","VLDB","2002"
"conf/vldb/ZhuS02","StatStream: Statistical Monitoring of Thousands of Data Streams in Real Time","Y Zhu, D Shasha","VLDB","2002"
"conf/vldb/TaoP02","Adaptive Index Structures","Y Tao, D Papadias","VLDB","2002"
"conf/vldb/LimWPVP02","XPathLearner: An On-line Self-Tuning Markov Histogram for XML Path Selectivity Estimation","L Lim, M Wang, S Padmanabhan, J Vitter, R Parr","VLDB","2002"
"conf/vldb/IpeirotisG02","Distributed Search over the Hidden Web: Hierarchical Database Sampling and Selection","P Ipeirotis, L Gravano","VLDB","2002"
"conf/vldb/Keogh02","Exact Indexing of Dynamic Time Warping","E Keogh","VLDB","2002"
"conf/vldb/ChoALS02","Optimizing the Secure Evaluation of Twig Queries","S Cho, S Amer-Yahia, L Lakshmanan, D Srivastava","VLDB","2002"
"conf/vldb/YuSLJ02","Compressed Accessibility Map: Efficient Access Control for XML","T Yu, D Srivastava, L Lakshmanan, H Jagadish","VLDB","2002"
"conf/vldb/PolyzotisG02","Structure and Value Synopses for XML Data Graphs","N Polyzotis, M Garofalakis","VLDB","2002"
"conf/vldb/GilbertKMS02","How to Summarize the Universe: Dynamic Maintenance of Quantiles","A Gilbert, Y Kotidis, S Muthukrishnan, M Strauss","VLDB","2002"
"conf/vldb/Uhl02","A Bandwidth Model for Internet Search","A Uhl","VLDB","2002"
"conf/vldb/ShahRS02","Maintaining Coherency of Dynamic Data in Cooperating Repositories","S Shah, K Ramamritham, P Shenoy","VLDB","2002"
"conf/vldb/ChoN02","Effective Change Detection Using Sampling","J Cho, A Ntoulas","VLDB","2002"
"conf/vldb/BettiniJWW02","Provisions and Obligations in Policy Management and Security Applications","C Bettini, S Jajodia, X Wang, D Wijesekera","VLDB","2002"
"conf/vldb/AnanthakrishnaCG02","Eliminating Fuzzy Duplicates in Data Warehouses","R Ananthakrishna, S Chaudhuri, V Ganti","VLDB","2002"
"conf/vldb/KounevB02","Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services","S Kounev, A Buchmann","VLDB","2002"
"conf/vldb/BrightR02","Using Latency-Recency Profiles for Data Delivery on the Web","L Bright, L Raschid","VLDB","2002"
"conf/vldb/HammelP02","Searching on the Secondary Structure of Protein Sequences","L Hammel, J Patel","VLDB","2002"
"conf/vldb/StolteA02","Efficient Exploration of Large Scientific Databases","E Stolte, G Alonso","VLDB","2002"
"conf/vldb/DoR02","COMA - A System for Flexible Combination of Schema Matching Approaches","H Do, E Rahm","VLDB","2002"
"conf/vldb/PopaVMHF02","Translating Web Data","L Popa, Y Velegrakis, R Miller, M HernA¡ndez, R Fagin","VLDB","2002"
"journals/tods/AikenHW95","Static Analysis Techniques for Predicting the Behavior of Active Database Rules","A Aiken, J Hellerstein, J Widom","ACM Trans. Database Syst.","1995"
"journals/tods/Chen95","Declarative Updates of Relational Databases","W Chen","ACM Trans. Database Syst.","1995"
"journals/tods/Jagadish95","The INCINERATE Data Model","H Jagadish","ACM Trans. Database Syst.","1995"
"journals/tods/GoldmanL94","Quorum Consensus in Nested Transaction Systems","K Goldman, N Lynch","ACM Trans. Database Syst.","1994"
"journals/tods/CeriFPT95","Addendum to Automatic Generation of Production Rules for Integrity Maintenance","S Ceri, P Fraternali, S Paraboschi, L Tanca","ACM Trans. Database Syst.","1995"
"journals/tods/BaekgaardM95","Incremental Computation of Nested Relational Query Expressions","L BA¦kgaard, L Mark","ACM Trans. Database Syst.","1995"
"journals/tods/GraefeC95","Fast Algorithms for Universal Quantification in Large Databases","G Graefe, R Cole","ACM Trans. Database Syst.","1995"
"journals/tods/SrivastavaSRN95","Space Optimization in Deductive Databases","D Srivastava, S Sudarshan, R Ramakrishnan, J Naughton","ACM Trans. Database Syst.","1995"
"journals/tods/Chen95a","Query Evaluation in Deductive Databases with Alternating Fixpoint Semantics","W Chen","ACM Trans. Database Syst.","1995"
"journals/tods/IoannidisR95","Containment of Conjunctive Queries: Beyond Relations as Sets","Y Ioannidis, R Ramakrishnan","ACM Trans. Database Syst.","1995"
"journals/tods/ShashaLSV95","Transaction Chopping: Algorithms and Performance Studies","D Shasha, F Llirbat, E Simon, P Valduriez","ACM Trans. Database Syst.","1995"
"journals/tods/MokNE96","A Normal Form for Precisely Characterizing Redundancy in Nested Relations","W Mok, Y Ng, D Embley","ACM Trans. Database Syst.","1996"
"journals/tods/MumickFPR96","Magic Conditions","I Mumick, S Finkelstein, H Pirahesh, R Ramakrishnan","ACM Trans. Database Syst.","1996"
"journals/tods/ChenHM95","An Execution Model for Limited Ambiguity Rules and Its Application to Derived Data Update","I Chen, R Hull, D McLeod","ACM Trans. Database Syst.","1995"
"journals/tods/FraternaliT95","A Structured Approach for the Definition of the Semantics of Active Databases","P Fraternali, L Tanca","ACM Trans. Database Syst.","1995"
"journals/tods/GuoSW96","Solving Satisfiability and Implication Problems in Database Systems","S Guo, W Sun, M Weiss","ACM Trans. Database Syst.","1996"
"journals/tods/BellNNS96","Implementing Deductive Databases by Mixed Integer Programming","C Bell, A Nerode, R Ng, V Subrahmanian","ACM Trans. Database Syst.","1996"
"journals/tods/BunemanO96","Polymorphism and Type Inference in Database Programming","P Buneman, A Ohori","ACM Trans. Database Syst.","1996"
"journals/tods/BaralisCP96","Modularization Techniques for Active Rules Design","E Baralis, S Ceri, S Paraboschi","ACM Trans. Database Syst.","1996"
"journals/tods/GhandeharizadehHJ96","Heraclitus: Elevating Deltas to be First-Class Citizens in a Database Programming Language","S Ghandeharizadeh, R Hull, D Jacobs","ACM Trans. Database Syst.","1996"
"journals/tods/DeyS96","A Probabilistic Relational Model and Algebra","D Dey, S Sarkar","ACM Trans. Database Syst.","1996"
"journals/tods/Ross96","Tail Recursion Elimination in Deductive Databases","K Ross","ACM Trans. Database Syst.","1996"
"journals/tods/LiuM96","The Building Blocks for Specifying Communication Behavior of Complex Objects: An Activity-Driven Approach","L Liu, R Meersman","ACM Trans. Database Syst.","1996"
"journals/tods/RaschidL96","Semantics for Update Rule Programs and Implementations in a Relational Database Management System","L Raschid, J Lobo","ACM Trans. Database Syst.","1996"
"journals/tods/Kuo96","Model and Verification of a Data Manager Based on ARIES","D Kuo","ACM Trans. Database Syst.","1996"
"journals/tods/CiacciaTZ96","Declustering of Key-Based Partitioned Signature Files","P Ciaccia, P Tiberio, P Zezula","ACM Trans. Database Syst.","1996"
"journals/tods/LitwinN96","LH* - A Scalable, Distributed Data Structure","W Litwin, M Neimat, D Schneider","ACM Trans. Database Syst.","1996"
"journals/tods/Galindo-LegariaR97","Outerjoin Simplification and Reordering for Query Optimization","C Galindo-Legaria, A Rosenthal","ACM Trans. Database Syst.","1997"
"journals/tods/CliffordDIJS97","On the Semantics of ``Now'' in Databases","J Clifford, C Dyreson, T Isakowitz, C Jensen, R Snodgrass","ACM Trans. Database Syst.","1997"
"journals/tods/Keen97","Extended Ehemeral Logging: Log Storage Management for Applications with Long Lived Transactions","J Keen, W Dally","ACM Trans. Database Syst.","1997"
"journals/tods/PetersO97","An Axiomatic Model of Dynamic Schema Evolution in Objectbase Systems","R Peters, M A–zsu","ACM Trans. Database Syst.","1997"
"journals/vldb/BernsteinIR03","Guest editorial","N/A","N/A","2003"
"journals/vldb/ChanGR03","RE-tree: an efficient index structure for regular expressions","C Chan, M Garofalakis, R Rastogi","VLDB J.","2003"
"journals/vldb/AbadiCCCCLSTZ03","Aurora: a new model and architecture for data stream management","D Abadi, D Carney, U A‡etintemel, M Cherniack, C Convey, S Lee, M Stonebraker, N Tatbul, S Zdonik","VLDB J.","2003"
"journals/vldb/ChakrabartiRS03","Fast and accurate text classification via multiple linear discriminant projections pp","S Chakrabarti, S Roy, M Soundalgekar","VLDB J.","2003"
"journals/vldb/YangW03","Incremental computation and maintenance of temporal aggregates","J Yang, J Widom","VLDB J.","2003"
"journals/vldb/RamamurthyDS03","A case for fractured mirrors","R Ramamurthy, D DeWitt, Q Su","VLDB J.","2003"
"journals/vldb/HelmerM03","A performance study of four index structures for set-valued attributes of low cardinality","S Helmer, G Moerkotte","VLDB J.","2003"
"journals/vldb/ChuaCL03","Instance-based attribute identification in database integration","C Cecil, R Chiang, E Lim","VLDB J.","2003"
"journals/vldb/FungKL03","Cost-driven vertical class partitioning for methods in object oriented databases","C Fung, K Karlapalem, Q Li","VLDB J.","2003"
"journals/vldb/Li03","Computing complete answers to queries in the presence of limited access patterns","C Li","VLDB J.","2003"
"journals/vldb/HalkidiNVV03","THESUS: Organizing Web document collections based on link semantics","M Halkidi, B Nguyen, I Varlamis, M Vazirgiannis","VLDB J.","2003"
"journals/vldb/FiletoLPAM03","POESIA: An ontological workflow approach for composing Web services in agriculture","R Fileto, L Liu, C Pu, E Assad, C Medeiros","VLDB J.","2003"
"journals/vldb/MaedcheMS03","Managing multiple and distributed ontologies on the Semantic Web","A Maedche, B Motik, L Stojanovic","VLDB J.","2003"
"journals/vldb/DoanMDDH03","Learning to match ontologies on the Semantic Web","A Doan, J Madhavan, R Dhamankar, P Domingos, A Halevy","VLDB J.","2003"
"journals/vldb/MedjahedBE03","Composing Web services on the Semantic Web","B Medjahed, A Bouguettaya, A Elmagarmid","VLDB J.","2003"
"journals/vldb/AtluriJY03","Guest editorial","N/A","N/A","2003"
"journals/tods/Kim94","Charter and Scope","W Kim","ACM Trans. Database Syst.","1994"
"journals/tods/SalemGS94","Altruistic Locking","K Salem, H Garcia-Molina, J Shands","ACM Trans. Database Syst.","1994"
"journals/tods/CliffordC94","On Completeness of Historical Relational Query Languages","J Clifford, A Croker, A Tuzhilin","ACM Trans. Database Syst.","1994"
"journals/tods/TendickM94","A Modified Random Perturbation Method for Database Security","P Tendick, N Matloff","ACM Trans. Database Syst.","1994"
"journals/tods/OliverS94","A Taxonomy for Secure Object-Oriented Databases","M Olivier, S Solms","ACM Trans. Database Syst.","1994"
"journals/tods/ScioreSR94","Using Semantic Values to Falilitate Interoperability Among Heterogeneous Information Systems","E Sciore, M Siegel, A Rosenthal","ACM Trans. Database Syst.","1994"
"journals/tods/YanG94","Index Structures for Selective Dissemination of Information Under the Boolean Model","T Yan, H Garcia-Molina","ACM Trans. Database Syst.","1994"
"journals/tods/Subrahmanian94","Amalgamating Knowledge Bases","V Subrahmanian","ACM Trans. Database Syst.","1994"
"journals/tods/BrightHP94","Automated Resolution of Semantic Heterogeneity in Multidatabases","M Bright, A Hurson, S Pakzad","ACM Trans. Database Syst.","1994"
"journals/tods/RosenthalR94","Tools and Transformations - Rigorous and Otherwise - for Practical Database Design","A Rosenthal, D Reiner","ACM Trans. Database Syst.","1994"
"journals/tods/KorthS94","Formal Aspects of Concurrency Control in Long-Duration Transaction Systems Using the NT/PV Model","H Korth, G Speegle","ACM Trans. Database Syst.","1994"
"journals/tods/ChrysanthisR94","Synthesis of Extended Transaction Models Using ACTA","P Chrysanthis, K Ramamritham","ACM Trans. Database Syst.","1994"
"journals/tods/PolyzoisG94","Evaluation of Remote Backup Algorithms for Transaction-Processing Systems","C Polyzois, H Garcia-Molina","ACM Trans. Database Syst.","1994"
"journals/tods/CeriFPT94","Automatic Generation of Production Rules for Integrity Maintenance","S Ceri, P Fraternali, S Paraboschi, L Tanca","ACM Trans. Database Syst.","1994"
"journals/tods/WinslettSQ94","Formal Query Languages for Secure Relational Databases","M Winslett, K Smith, X Qian","ACM Trans. Database Syst.","1994"
"journals/tods/KrishnakumarB94","Bounded Ignorance: A Technique for Increasing Concurrency in a Replicated System","N Krishnakumar, A Bernstein","ACM Trans. Database Syst.","1994"
"journals/tods/CuiWW00","Tracing the lineage of view data in a warehousing environment","Y Cui, J Widom, J Wiener","ACM Trans. Database Syst.","2000"
"journals/tods/ParsonsW00","Emancipating instances from the tyranny of classes in information modeling","J Parsons, Y Wand","ACM Trans. Database Syst.","2000"
"journals/tods/Bohm00","A cost model for query processing in high dimensional data spaces","C BA¶hm","ACM Trans. Database Syst.","2000"
"journals/tods/KossmannS00","Iterative dynamic programming: a new class of query optimization algorithms","D Kossmann, K Stocker","ACM Trans. Database Syst.","2000"
"journals/tods/Lerner00","A model for compound type changes encountered in schema evolution","B Lerner","ACM Trans. Database Syst.","2000"
"journals/tods/GutingBEJLSV00","A foundation for representing and quering moving objects","R GA¼ting, M BA¶hlen, M Erwig, C Jensen, N Lorentzos, M Schneider, M Vazirgiannis","ACM Trans. Database Syst.","2000"
"journals/tods/DeySB99","Improving Database Design Through the Analysis of Relationships","D Dey, V Storey, T Barron","ACM Trans. Database Syst.","1999"
"journals/tods/MuralidharS99","Security of Random Data Perturbation Methods","K Muralidhar, R Sarathy","ACM Trans. Database Syst.","1999"
"journals/tods/DekhtyarRS01","Probabilistic temporal databases, I: algebra","A Dekhtyar, R Ross, V Subrahmanian","ACM Trans. Database Syst.","2001"
"journals/tods/HsuSY01","I/O reference behavior of production database workloads and the TPC benchmarks - an analysis at the logical level","W Hsu, A Smith, H Young","ACM Trans. Database Syst.","2001"
"journals/tods/BohlenJS00","Temporal statement modifiers","M BA¶hlen, C Jensen, R Snodgrass","ACM Trans. Database Syst.","2000"
"journals/tods/FegarasM00","Optimizing object queries using an effective calculus","L Fegaras, D Maier","ACM Trans. Database Syst.","2000"
"journals/tods/KossmannFDA00","Cache investment: integrating query optimization and distributed data placement","D Kossmann, M Franklin, G Drasch","ACM Trans. Database Syst.","2000"
"journals/tods/KemmeA00","A new approach to developing and implementing eager database replication protocols","B Kemme, G Alonso","ACM Trans. Database Syst.","2000"
"journals/tods/Meo00","Theory of dependence values","R Meo","ACM Trans. Database Syst.","2000"
"journals/tods/BaralisW00","An algebraic approach to static analysis of active database rules","E Baralis, J Widom","ACM Trans. Database Syst.","2000"
"journals/tods/LiC01","Answering queries with useful bindings","C Li, E Chang","ACM Trans. Database Syst.","2001"
"journals/tods/EiterLLS01","Probabilistic object bases","T Eiter, J Lu, T Lukasiewicz, V Subrahmanian","ACM Trans. Database Syst.","2001"
"journals/tods/Ng01","An extension of the relational data model to incorporate ordered domains","W Ng","ACM Trans. Database Syst.","2001"
"journals/tods/FukudaMMT01","Data Mining with optimized two-dimensional association rules","T Fukuda, Y Morimoto, S Morishita, T Tokuyama","ACM Trans. Database Syst.","2001"
"journals/tods/ChomickiTB01","Querying ATSQL databases with temporal logic","J Chomicki, D Toman, M BA¶hlen","ACM Trans. Database Syst.","2001"
"journals/tods/AndriesCPB01","Applying an update method to a set of receivers","M Andries, L Cabibbo, J Paredaens, J Bussche","ACM Trans. Database Syst.","2001"
"journals/tods/JajodiaSSS01","Flexible support for multiple access control policies","S Jajodia, P Samarati, M Sapino, V Subrahmanian","ACM Trans. Database Syst.","2001"
"journals/tods/Suciu02","Distributed query evaluation on semistructured data","D Suciu","ACM Trans. Database Syst.","2002"
"journals/tods/BrunoCG02","Top-k selection queries over relational databases: Mapping strategies and performance evaluation","N Bruno, S Chaudhuri, L Gravano","ACM Trans. Database Syst.","2002"
"journals/tods/LiuDL02","A logical foundation for deductive object-oriented databases","M Liu, G Dobbie, T Ling","ACM Trans. Database Syst.","2002"
"journals/tods/SchuldtABS02","Atomicity and isolation for transactional processes","H Schuldt, G Alonso, C Beeri, H Schek","ACM Trans. Database Syst.","2002"
"journals/tods/MamoulisP01","Multiway spatial joins","N Mamoulis, D Papadias","ACM Trans. Database Syst.","2001"
"journals/tods/KotidisR01","A case for dynamic view management","Y Kotidis, N Roussopoulos","ACM Trans. Database Syst.","2001"
"journals/tods/LakshmananSS01","SchemaSQL: An extension to SQL for multidatabase interoperability","L Lakshmanan, F Sadri, S Subramanian","ACM Trans. Database Syst.","2001"
"journals/tods/FranklinCL97","Transactional Client-Server Cache Consistency: Alternatives and Performance","M Franklin, M Carey, M Livny","ACM Trans. Database Syst.","1997"
"journals/tods/EiterGM97","Disjunctive Datalog","T Eiter, G Gottlob, H Mannila","ACM Trans. Database Syst.","1997"
"journals/tods/TariSS97","Object Normal Forms and Dependency Constraints for Object-Oriented Schemata","Z Tari, J Stokes, S Spaccapietra","ACM Trans. Database Syst.","1997"
"journals/tods/ZaharioudakisCF97","Adaptive, Fine-Grained Sharing in a Client-Server OODBMS: A Callback-Based Approach","M Zaharioudakis, M Carey, M Franklin","ACM Trans. Database Syst.","1997"
"journals/tods/AmmannJR97","Applying Formal Methods to Semantic-Based Decomposition of Transactions","P Ammann, S Jajodia, I Ray","ACM Trans. Database Syst.","1997"
"journals/tods/WolfsonJH97","An Adaptive Data Replication Algorithm","O Wolfson, S Jajodia, Y Huang","ACM Trans. Database Syst.","1997"
"journals/tods/LakshmananLRS97","ProbView: A Flexible Probabilistic Database System","L Lakshmanan, N Leone, R Ross, V Subrahmanian","ACM Trans. Database Syst.","1997"
"journals/tods/WangBBJ97","Logical Design for Temporal Databases with Multiple Granularities","X Wang, C Bettini, A Brodsky, S Jajodia","ACM Trans. Database Syst.","1997"
"journals/tods/LiuHD98","Multiview Access Protocols for Large-Scale Replication","X Liu, A Helal, W Du","ACM Trans. Database Syst.","1998"
"journals/tods/MehrotraRKS98","Ensuring Consistency in Multidatabases by Preserving Two-Level Serializability","S Mehrotra, R Rastogi, H Korth, A Silberschatz","ACM Trans. Database Syst.","1998"
"journals/tods/FormicaGM98","An Efficient Method for Checking Object-Oriented Database Schema Correctness","A Formica, H GrA¶ger, M Missikoff","ACM Trans. Database Syst.","1998"
"journals/tods/Hellerstein98","Optimization Techniques for Queries with Expensive Methods","J Hellerstein","ACM Trans. Database Syst.","1998"
"journals/tods/StolboushkinT98","Safe Stratified Datalog with Integer Order Does Not Have Syntax","A Stolboushkin, M Taitslin","ACM Trans. Database Syst.","1998"
"journals/tods/StoreyCDGS97","Database Design with Common Sense Business Reasoning and Learning","V Storey, R Chiang, D Dey, R Goldstein, S Sundaresan","ACM Trans. Database Syst.","1997"
"journals/tods/DyresonS98","Supporting Valid-Time Indeterminacy","C Dyreson, R Snodgrass","ACM Trans. Database Syst.","1998"
"journals/tods/Revesz98","Safe Query Languages for Constraint Databases","P Revesz","ACM Trans. Database Syst.","1998"
"journals/tods/KonopnickiS98","Information Gathering in the World-Wide Web: The W3QL Query Language and the W3QS System","D Konopnicki, O Shmueli","ACM Trans. Database Syst.","1998"
"journals/tods/LeveneL99","Database Design for Incomplete Relations","M Levene, G Loizou","ACM Trans. Database Syst.","1999"
"journals/tods/Wijsen99","Temporal FDs on Complex Objects","J Wijsen","ACM Trans. Database Syst.","1999"
"journals/tods/DattaVCK99","Broadcast Protocols to Support Efficient Retrieval from Databases by Mobile Users","A Datta, D VanderMeer, A Celik, V Kumar","ACM Trans. Database Syst.","1999"
"journals/tods/CastanoAFP98","Conceptual Schema Analysis: Techniques and Applications","S Castano, V Antonellis, M Fugini, B Pernici","ACM Trans. Database Syst.","1998"
"journals/tods/BertinoBFS98","An Access Control Model Supporting Periodicity Constraints and Temporal Reasoning","E Bertino, C Bettini, E Ferrari, P Samarati","ACM Trans. Database Syst.","1998"
"journals/tods/ZobelMR98","Inverted Files Versus Signature Files for Text Indexing","J Zobel, A Moffat, K Ramamohanarao","ACM Trans. Database Syst.","1998"
"journals/tods/SistlaWYS98","Towards a Theory of Cost Management for Digital Libraries and Electronic Commerce","A Sistla, O Wolfson, Y Yesha, R Sloan","ACM Trans. Database Syst.","1998"
"journals/tods/BozkayaO99","Indexing Large Metric Spaces for Similarity Search Queries","T Bozkaya, Z A–zsoyoglu","ACM Trans. Database Syst.","1999"
"journals/tods/Alagic99","Type-Checking OQL Queries In the ODMG Type Systems","S Alagic","ACM Trans. Database Syst.","1999"
"journals/tods/YanG99","The SIFT Information Dissemination System","T Yan, H Garcia-Molina","ACM Trans. Database Syst.","1999"
"journals/tods/WandSW99","An Ontological Analysis of the Relationship Construct in Conceptual Modeling","Y Wand, V Storey, R Weber","ACM Trans. Database Syst.","1999"
"journals/tods/HjaltasonS99","Distance Browsing in Spatial Databases","G Hjaltason, H Samet","ACM Trans. Database Syst.","1999"
"journals/tods/GravanoGT99","GlOSS: Text-Source Discovery over the Internet","L Gravano, H Garcia-Molina, A Tomasic","ACM Trans. Database Syst.","1999"
"journals/tods/ChaudhuriS99","Optimization of Queries with User-Defined Predicates","S Chaudhuri, K Shim","ACM Trans. Database Syst.","1999"
"journals/tods/CasatiCPP99","Specification and Implementation of Exceptions in Workflow Management Systems","F Casati, S Ceri, S Paraboschi, G Pozzi","ACM Trans. Database Syst.","1999"
"journals/vldb/AslanM99","Semantic Heterogeneity Resolution in Federated Databases by Metadata Implantation and Stepwise Evolution","G Aslan, D McLeod","VLDB J.","1999"
"journals/vldb/BonczK99","MIL Primitives for Querying a Fragmented World","P Boncz, M Kersten","VLDB J.","1999"
"journals/vldb/HarderST99","The Intrinsic Problems of Structural Heterogeneity and an Approach to Their Solution","T HA¤rder, G Sauter, J Thomas","VLDB J.","1999"
"journals/vldb/LiR99","Fast Joins Using Join Indices","Z Li, K Ross","VLDB J.","1999"
"journals/vldb/LiangOY00","Optimizing Multiple Dimensional Queries Simultaneously in Multidimensional Databases","W Liang, M Orlowska, J Yu","VLDB J.","2000"
"journals/vldb/PacittiS00","Update Propagation Strategies to Improve Freshness in Lazy Master Replicated Databases","E Pacitti, E Simon","VLDB J.","2000"
"journals/vldb/LawLG99","Efficient Support for Interactive Service in Multi-Resolution VOD Systems","K Law, J Lui, L Golubchik","VLDB J.","1999"
"journals/vldb/KrivokapicKG99","Deadlock Detection in Distributed Database Systems: A New Algorithm and a Comparative Performance Analysis","N Krivokapic, A Kemper, E Gudes","VLDB J.","1999"
"journals/vldb/GarofalakisOS98","On Periodic Resource scheduling for Continuous-Media Databases","M Garofalakis, B A–zden, A Silberschatz","VLDB J.","1998"
"journals/vldb/NgS98","Optimal Clip Ordering for Multi-Clip Queries","R Ng, P Shum","VLDB J.","1998"
"journals/vldb/JiangE98","Spatial and Temporal Content-Based Access to Hypervideo Databases","H Jiang, A Elmagarmid","VLDB J.","1998"
"journals/vldb/KabraD99","OPT++: An Object-Oriented Implementation for Extensible Database Query Optimization","N Kabra, D DeWitt","VLDB J.","1999"
"journals/vldb/BalkirO98","Delivering Presentations from Multimedia Servers","N Balkir, G A–zsoyoglu","VLDB J.","1998"
"journals/vldb/ZezulaSAR98","Approximate Similarity Retrieval with M-Trees","P Zezula, P Savino, G Amato, F Rabitti","VLDB J.","1998"
"journals/vldb/ChidlovskiiB00","Semantic Caching of Web Queries","B Chidlovskii, U Borghoff","VLDB J.","2000"
"journals/vldb/GruserRZZ00","Learning Response Time for WebSources Using Query Feedback and Application in Query Optimization","J Gruser, L Raschid, V Zadorozhny, T Zhan","VLDB J.","2000"
"journals/vldb/BunemanFS00","UnQL: A Query Language and Algebra for Semistructured Data Based on Structural Recursion","P Buneman, M Fernandez, D Suciu","VLDB J.","2000"
"journals/vldb/BraumandlCKK00","Functional-Join Processing","R Braumandl, J ClauAŸen, A Kemper, D Kossmann","VLDB J.","2000"
"journals/vldb/CandanLS00","View Management in Multimedia Databases","K Candan, E Lemar, V Subrahmanian","VLDB J.","2000"
"journals/vldb/FernandezFLS00","Declarative Specification of Web Sites with Strudel","M Fernandez, D Florescu, A Levy, D Suciu","VLDB J.","2000"
"journals/vldb/BerendtS00","Analysis of Navigation Behaviour in Web Sites Integrating Multiple Information Systems","B Berendt, M Spiliopoulou","VLDB J.","2000"
"journals/vldb/AtzeniM00","Guest Editorial: Databases and the Web","N/A","N/A","2000"
"journals/vldb/GeorgeH00","Secure Bufering in Firm Real-Time Database Systems","B George, J Haritsa","VLDB J.","2000"
"journals/vldb/MuthOPW00","The LHAM Log-Structured History Data Access Method","P Muth, P O'Neil, A Pick, G Weikum","VLDB J.","2000"
